Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.29,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
0.57,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
0.81,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
1.10,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
1.39,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
1.61,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
1.89,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
2.13,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
2.42,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
2.68,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
2.93,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
3.21,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
3.46,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
3.76,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
4.02,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
4.26,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
4.49,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
4.73,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
5.01,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
5.25,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
5.52,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
5.75,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
6.04,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
6.27,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
6.54,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
6.82,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
7.08,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
7.33,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
7.62,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
7.86,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
8.15,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
8.40,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
8.63,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
8.85,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
9.10,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
9.37,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
9.63,40.40,0.12000000,0.81,5.66,0.00240000,0.01680000,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
9.89,74.28,0.12000000,2.29,11.74,0.00480000,0.02351510,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
10.14,286.88,0.06000000,8.03,41.53,0.00600000,0.02473863,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
10.39,248.87,0.06000000,13.01,53.46,0.00720000,0.02584879,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
10.64,25.17,0.13000000,13.51,53.46,0.00980000,0.03101548,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
10.91,254.56,0.06000000,18.60,63.17,0.01100000,0.03176476,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
11.19,132.38,0.05000000,21.25,65.08,0.01200000,0.03218695,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
11.47,298.03,0.10000000,27.21,75.65,0.01400000,0.03440930,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
11.71,145.50,0.09000000,30.12,77.33,0.01580000,0.03594941,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
11.93,221.33,0.05000000,34.55,81.69,0.01680000,0.03619061,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
12.19,222.65,0.07000000,39.00,85.66,0.01820000,0.03686136,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
12.44,142.76,0.10000000,41.86,86.68,0.02020000,0.03849623,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
12.71,198.15,0.14000000,45.82,89.17,0.02300000,0.04186884,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
12.93,115.71,0.07000000,48.13,89.45,0.02440000,0.04224500,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
13.21,88.94,0.09000000,49.91,89.36,0.02620000,0.04307621,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
13.49,181.21,0.07000000,53.54,90.93,0.02760000,0.04333867,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
13.76,159.58,0.07000000,56.73,91.79,0.02900000,0.04355456,Status: Off Contact,Status: Arc Flash,Tidak Sesuai
14.06,282.83,0.14000000,62.38,96.70,0.03180000,0.04602999,Status: Arc Flash,Status: Arc Flash,Sesuai
14.32,169.13,0.14000000,65.77,97.41,0.03460000,0.04821659,Status: Arc Flash,Status: Arc Flash,Sesuai
14.60,264.04,0.06000000,71.05,100.80,0.03580000,0.04808700,Status: Arc Flash,Status: Arc Flash,Sesuai
14.87,27.35,0.10000000,71.60,100.49,0.03780000,0.04863291,Status: Arc Flash,Status: Arc Flash,Sesuai
15.14,38.00,0.15000000,72.35,100.09,0.04080000,0.05078740,Status: Arc Flash,Status: Arc Flash,Sesuai
15.43,201.48,0.10000000,76.38,101.15,0.04280000,0.05110929,Status: Arc Flash,Status: Arc Flash,Sesuai
15.67,213.19,0.14000000,80.65,102.32,0.04560000,0.05250371,Status: Arc Flash,Status: Arc Flash,Sesuai
15.96,231.48,0.05000000,85.28,103.79,0.04660000,0.05210029,Status: Arc Flash,Status: Arc Flash,Sesuai
16.24,150.70,0.04000000,88.29,103.46,0.04740000,0.05168404,Status: Arc Flash,Status: Arc Flash,Sesuai
16.48,233.72,0.15000000,92.97,104.64,0.05040000,0.05317744,Status: Arc Flash,Status: Arc Flash,Sesuai
16.71,78.66,0.10000000,94.54,103.82,0.05240000,0.05312476,Status: Arc Flash,Status: Arc Flash,Sesuai
16.96,138.77,0.04000000,97.31,103.11,0.05320000,0.05262851,Status: Arc Flash,Status: Arc Flash,Sesuai
17.20,62.16,0.14000000,98.56,102.30,0.05600000,0.05344156,Status: Arc Flash,Status: Arc Flash,Sesuai
17.49,233.55,0.11000000,103.23,103.02,0.05820000,0.05335504,Status: Arc Flash,Status: Arc Flash,Sesuai
17.78,232.56,0.13000000,107.88,103.50,0.06080000,0.05362238,Status: Arc Flash,Status: Arc Flash,Sesuai
18.06,118.12,0.10000000,110.24,102.36,0.06280000,0.05318045,Status: Arc Flash,Status: Arc Flash,Sesuai
18.34,214.33,0.08000000,114.53,102.14,0.06440000,0.05246561,Status: Arc Flash,Status: Arc Flash,Sesuai
18.60,69.29,0.09000000,115.92,101.04,0.06620000,0.05176447,Status: Arc Flash,Status: Arc Flash,Sesuai
18.83,206.19,0.13000000,120.04,100.43,0.06880000,0.05163875,Status: Arc Flash,Status: Arc Flash,Sesuai
19.07,167.79,0.15000000,123.39,99.16,0.07180000,0.05191108,Status: Arc Flash,Status: Arc Flash,Sesuai
19.36,97.17,0.14000000,125.34,97.66,0.07460000,0.05173819,Status: Arc Flash,Status: Arc Flash,Sesuai
19.59,162.71,0.07000000,128.59,96.13,0.07600000,0.05063596,Status: Arc Flash,Status: Arc Flash,Sesuai
19.86,160.68,0.08000000,131.81,94.45,0.07760000,0.04945948,Status: Arc Flash,Status: Arc Flash,Sesuai
20.09,11.93,0.05000000,132.04,94.13,0.07860000,0.04837396,Status: Arc Flash,Status: Arc Flash,Sesuai
20.36,162.71,0.05000000,135.30,92.30,0.07960000,0.04724235,Status: Arc Flash,Status: Arc Flash,Sesuai
20.63,120.31,0.12000000,137.70,90.29,0.08200000,0.04617359,Status: Arc Flash,Status: Arc Flash,Sesuai
20.86,41.90,0.06000000,138.54,89.19,0.08320000,0.04478571,Status: Arc Flash,Status: Arc Flash,Sesuai
