Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.28,107.83,0.11000000,143.58,81.99,0.09000000,0.03181195,Status: Arc Flash,Status: Arc Flash,Sesuai
0.52,62.76,0.07000000,140.90,82.39,0.08900000,0.03163858,Status: Arc Flash,Status: Arc Flash,Sesuai
0.81,71.34,0.03000000,138.23,82.44,0.08860000,0.03224965,Status: Arc Flash,Status: Arc Flash,Sesuai
1.04,91.81,0.11000000,138.14,82.49,0.08800000,0.03155947,Status: Arc Flash,Status: Arc Flash,Sesuai
1.31,244.73,0.07000000,139.91,83.79,0.08660000,0.03076426,Status: Arc Flash,Status: Arc Flash,Sesuai
1.58,252.48,0.10000000,140.99,84.88,0.08580000,0.02987240,Status: Arc Flash,Status: Arc Flash,Sesuai
1.81,59.97,0.10000000,139.31,85.63,0.08560000,0.02974290,Status: Arc Flash,Status: Arc Flash,Sesuai
2.04,91.76,0.12000000,138.63,85.87,0.08660000,0.03004064,Status: Arc Flash,Status: Arc Flash,Sesuai
2.31,292.97,0.12000000,142.66,88.26,0.08780000,0.03015228,Status: Arc Flash,Status: Arc Flash,Sesuai
2.55,24.23,0.12000000,139.77,89.71,0.08960000,0.02932303,Status: Arc Flash,Status: Arc Flash,Sesuai
2.84,29.13,0.06000000,135.84,90.17,0.09000000,0.02877499,Status: Arc Flash,Status: Arc Flash,Sesuai
3.13,91.35,0.10000000,132.04,87.93,0.08980000,0.02866984,Status: Arc Flash,Status: Arc Flash,Sesuai
3.41,119.29,0.03000000,133.54,87.05,0.08860000,0.02986704,Status: Arc Flash,Status: Arc Flash,Sesuai
3.65,278.68,0.15000000,138.50,88.10,0.08920000,0.03077921,Status: Arc Flash,Status: Arc Flash,Sesuai
3.87,85.44,0.08000000,138.54,88.08,0.09000000,0.03000000,Status: Arc Flash,Status: Arc Flash,Sesuai
4.15,118.51,0.11000000,135.63,86.28,0.08940000,0.02928549,Status: Arc Flash,Status: Arc Flash,Sesuai
4.43,93.01,0.09000000,132.52,84.95,0.08960000,0.02925474,Status: Arc Flash,Status: Arc Flash,Sesuai
4.73,181.82,0.03000000,134.31,85.03,0.08860000,0.03039803,Status: Arc Flash,Status: Arc Flash,Sesuai
4.97,162.85,0.14000000,135.56,84.98,0.08960000,0.03123844,Status: Arc Flash,Status: Arc Flash,Sesuai
5.23,191.75,0.14000000,134.33,83.70,0.09080000,0.03199000,Status: Arc Flash,Status: Arc Flash,Sesuai
5.51,160.55,0.08000000,131.67,80.65,0.09100000,0.03189044,Status: Arc Flash,Status: Arc Flash,Sesuai
5.73,178.64,0.11000000,131.69,80.67,0.09160000,0.03195997,Status: Arc Flash,Status: Arc Flash,Sesuai
5.99,210.05,0.07000000,134.84,80.59,0.09180000,0.03179245,Status: Arc Flash,Status: Arc Flash,Sesuai
6.23,146.64,0.06000000,135.88,80.40,0.09060000,0.03183771,Status: Arc Flash,Status: Arc Flash,Sesuai
6.51,251.73,0.14000000,139.01,81.79,0.09080000,0.03211479,Status: Arc Flash,Status: Arc Flash,Sesuai
6.79,185.70,0.14000000,142.20,80.43,0.09180000,0.03284448,Status: Arc Flash,Status: Arc Flash,Sesuai
7.09,49.23,0.04000000,142.67,79.82,0.08980000,0.03289316,Status: Arc Flash,Status: Arc Flash,Sesuai
7.38,81.72,0.07000000,140.12,79.69,0.09020000,0.03252630,Status: Arc Flash,Status: Arc Flash,Sesuai
7.64,199.35,0.07000000,143.79,78.10,0.08900000,0.03214032,Status: Arc Flash,Status: Arc Flash,Sesuai
7.90,158.27,0.15000000,146.43,76.29,0.09080000,0.03297514,Status: Arc Flash,Status: Arc Flash,Sesuai
8.17,1.93,0.11000000,140.64,76.05,0.09120000,0.03308414,Status: Arc Flash,Status: Arc Flash,Sesuai
8.44,177.93,0.12000000,140.06,75.65,0.09100000,0.03287856,Status: Arc Flash,Status: Arc Flash,Sesuai
8.69,298.14,0.08000000,144.63,78.11,0.09160000,0.03239506,Status: Arc Flash,Status: Arc Flash,Sesuai
8.96,182.76,0.06000000,144.51,78.04,0.09080000,0.03267048,Status: Arc Flash,Status: Arc Flash,Sesuai
9.23,110.99,0.10000000,146.17,76.41,0.09020000,0.03221739,Status: Arc Flash,Status: Arc Flash,Sesuai
9.52,169.38,0.14000000,145.38,75.96,0.09140000,0.03292476,Status: Arc Flash,Status: Arc Flash,Sesuai
9.81,124.97,0.05000000,146.22,75.50,0.09080000,0.03339701,Status: Arc Flash,Status: Arc Flash,Sesuai
10.09,204.94,0.04000000,145.55,74.83,0.08940000,0.03402411,Status: Arc Flash,Status: Arc Flash,Sesuai
10.37,156.93,0.13000000,145.99,74.84,0.09120000,0.03374255,Status: Arc Flash,Status: Arc Flash,Sesuai
10.64,247.49,0.05000000,146.25,75.17,0.09060000,0.03420000,Status: Arc Flash,Status: Arc Flash,Sesuai
10.88,14.50,0.03000000,143.98,77.36,0.08880000,0.03496513,Status: Arc Flash,Status: Arc Flash,Sesuai
11.11,298.87,0.07000000,145.38,79.49,0.08860000,0.03504340,Status: Arc Flash,Status: Arc Flash,Sesuai
11.36,207.75,0.08000000,146.78,79.96,0.08880000,0.03496513,Status: Arc Flash,Status: Arc Flash,Sesuai
11.62,295.01,0.05000000,147.56,81.21,0.08720000,0.03487349,Status: Arc Flash,Status: Arc Flash,Sesuai
11.86,221.33,0.11000000,149.25,81.85,0.08760000,0.03501771,Status: Arc Flash,Status: Arc Flash,Sesuai
12.11,242.80,0.09000000,152.20,82.51,0.08760000,0.03501771,Status: Arc Flash,Status: Arc Flash,Sesuai
12.35,0.00,0.00000000,150.07,84.99,0.08580000,0.03709933,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.64,0.00,0.00000000,149.80,85.46,0.08480000,0.03869057,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.88,0.00,0.00000000,145.55,87.50,0.08320000,0.04046925,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.11,0.00,0.00000000,144.59,88.83,0.08240000,0.04169221,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.37,0.00,0.00000000,142.43,90.98,0.08020000,0.04305764,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.61,0.00,0.00000000,141.17,92.49,0.07880000,0.04448101,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.84,0.00,0.00000000,139.75,94.09,0.07820000,0.04532946,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.06,0.00,0.00000000,137.91,95.89,0.07600000,0.04638965,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.35,0.00,0.00000000,133.02,96.55,0.07460000,0.04759034,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.57,0.00,0.00000000,127.97,96.77,0.07260000,0.04857201,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.84,0.00,0.00000000,126.77,97.97,0.07060000,0.04945341,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
15.07,0.00,0.00000000,124.93,99.46,0.06820000,0.04990751,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
15.30,0.00,0.00000000,119.07,98.01,0.06580000,0.05024301,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
