Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.22,112.47,0.04000000,159.79,87.09,0.08700000,0.03956008,Status: Arc Flash,Status: Arc Flash,Sesuai
0.51,39.17,0.11000000,156.24,88.31,0.08840000,0.03910806,Status: Arc Flash,Status: Arc Flash,Sesuai
0.79,124.07,0.05000000,157.64,87.23,0.08840000,0.03910806,Status: Arc Flash,Status: Arc Flash,Sesuai
1.05,288.57,0.08000000,157.74,87.37,0.08940000,0.03823140,Status: Arc Flash,Status: Arc Flash,Sesuai
1.32,1.11,0.06000000,153.98,89.95,0.08920000,0.03835831,Status: Arc Flash,Status: Arc Flash,Sesuai
1.59,216.25,0.05000000,154.81,90.32,0.08840000,0.03874842,Status: Arc Flash,Status: Arc Flash,Sesuai
1.87,281.23,0.08000000,159.19,91.04,0.08900000,0.03837968,Status: Arc Flash,Status: Arc Flash,Sesuai
2.13,143.74,0.05000000,161.00,89.81,0.08940000,0.03786344,Status: Arc Flash,Status: Arc Flash,Sesuai
2.36,106.08,0.08000000,157.83,88.89,0.08820000,0.03718548,Status: Arc Flash,Status: Arc Flash,Sesuai
2.58,113.12,0.13000000,157.59,89.00,0.09000000,0.03698648,Status: Arc Flash,Status: Arc Flash,Sesuai
2.87,255.30,0.12000000,158.21,89.57,0.08960000,0.03654914,Status: Arc Flash,Status: Arc Flash,Sesuai
3.15,184.85,0.06000000,161.65,87.20,0.08800000,0.03605551,Status: Arc Flash,Status: Arc Flash,Sesuai
3.38,230.55,0.11000000,163.33,87.70,0.08860000,0.03616684,Status: Arc Flash,Status: Arc Flash,Sesuai
3.67,55.12,0.15000000,160.09,88.64,0.09080000,0.03648781,Status: Arc Flash,Status: Arc Flash,Sesuai
3.93,13.81,0.04000000,156.83,90.93,0.08860000,0.03616684,Status: Arc Flash,Status: Arc Flash,Sesuai
4.22,215.32,0.09000000,157.09,91.08,0.08900000,0.03606938,Status: Arc Flash,Status: Arc Flash,Sesuai
4.44,168.11,0.09000000,159.88,89.23,0.08880000,0.03603554,Status: Arc Flash,Status: Arc Flash,Sesuai
4.67,44.83,0.08000000,160.51,88.30,0.08780000,0.03556909,Status: Arc Flash,Status: Arc Flash,Sesuai
4.96,251.17,0.08000000,161.66,89.10,0.08860000,0.03492907,Status: Arc Flash,Status: Arc Flash,Sesuai
5.21,248.52,0.08000000,166.17,87.68,0.08740000,0.03416489,Status: Arc Flash,Status: Arc Flash,Sesuai
5.50,12.97,0.14000000,164.99,89.32,0.08860000,0.03492907,Status: Arc Flash,Status: Arc Flash,Sesuai
5.74,263.06,0.10000000,165.64,89.91,0.08880000,0.03496513,Status: Arc Flash,Status: Arc Flash,Sesuai
5.99,144.89,0.06000000,166.57,89.45,0.08820000,0.03519602,Status: Arc Flash,Status: Arc Flash,Sesuai
6.28,113.98,0.08000000,164.42,89.39,0.08860000,0.03498628,Status: Arc Flash,Status: Arc Flash,Sesuai
6.56,94.33,0.05000000,161.05,88.79,0.08900000,0.03442383,Status: Arc Flash,Status: Arc Flash,Sesuai
6.79,191.72,0.05000000,161.95,88.87,0.08720000,0.03406112,Status: Arc Flash,Status: Arc Flash,Sesuai
7.03,66.45,0.08000000,163.01,87.40,0.08620000,0.03351955,Status: Arc Flash,Status: Arc Flash,Sesuai
7.26,86.21,0.07000000,160.11,87.50,0.08560000,0.03353565,Status: Arc Flash,Status: Arc Flash,Sesuai
7.51,246.39,0.05000000,159.83,87.20,0.08460000,0.03383548,Status: Arc Flash,Status: Arc Flash,Sesuai
7.74,287.46,0.12000000,163.37,88.70,0.08420000,0.03329204,Status: Arc Flash,Status: Arc Flash,Sesuai
