Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.30,266.80,0.05000000,266.45,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
0.55,266.98,0.05000000,266.45,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
0.80,266.47,0.05000000,266.46,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.04,266.52,0.05000000,266.45,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.33,266.38,0.05000000,266.46,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.56,267.15,0.05000000,266.48,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.78,266.29,0.05000000,266.46,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.04,266.39,0.05000000,266.47,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.29,266.14,0.05000000,266.47,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.56,266.78,0.05000000,266.47,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.85,266.07,0.05000000,266.48,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.07,265.95,0.05000000,266.47,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.31,266.42,0.05000000,266.46,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.59,265.65,0.05000000,266.46,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.88,266.15,0.05000000,266.46,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.12,266.00,0.05000000,266.45,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.34,267.38,0.05000000,266.47,0.51,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.63,266.60,0.05000000,266.48,0.51,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.92,267.31,0.05000000,266.49,0.52,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.19,265.66,0.05000000,266.48,0.53,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.42,266.62,0.05000000,266.47,0.51,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.68,265.94,0.05000000,266.45,0.52,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.96,265.73,0.05000000,266.43,0.52,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.21,265.89,0.05000000,266.42,0.53,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.46,266.53,0.05000000,266.42,0.53,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.72,266.59,0.05000000,266.43,0.53,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.01,266.57,0.05000000,266.45,0.51,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.23,266.38,0.05000000,266.42,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.51,266.16,0.05000000,266.42,0.48,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.74,266.04,0.05000000,266.40,0.47,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.96,266.75,0.05000000,266.42,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.20,267.68,0.05000000,266.44,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.42,266.03,0.05000000,266.41,0.47,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.69,266.26,0.05000000,266.40,0.47,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.94,266.44,0.05000000,266.41,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
9.22,265.92,0.05000000,266.40,0.47,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
9.47,266.43,0.05000000,266.39,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
9.70,267.14,0.05000000,266.41,0.47,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
9.99,266.28,0.05000000,266.39,0.47,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
10.26,267.54,0.05000000,266.41,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
10.50,266.10,0.05000000,266.41,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
10.74,266.88,0.05000000,266.42,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
10.97,266.68,0.05000000,266.42,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
11.21,266.47,0.05000000,266.43,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
11.45,266.59,0.05000000,266.42,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
