Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.29,266.76,0.05000000,266.37,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
0.55,266.02,0.05000000,266.36,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
0.82,266.31,0.05000000,266.37,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.06,266.25,0.05000000,266.37,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.32,266.59,0.05000000,266.37,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.61,266.32,0.05000000,266.38,0.49,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.84,266.12,0.05000000,266.35,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.11,266.82,0.05000000,266.36,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.36,266.91,0.05000000,266.37,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.66,266.58,0.05000000,266.38,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.95,266.72,0.05000000,266.38,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.23,266.59,0.05000000,266.37,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.45,266.39,0.05000000,266.36,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.70,266.37,0.05000000,266.35,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.00,267.41,0.05000000,266.37,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.25,266.81,0.05000000,266.37,0.46,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.50,266.21,0.05000000,266.36,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
