Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.23,55.86,0.08000000,153.54,85.45,0.09220000,0.03354340,Status: Arc Flash,Status: Arc Flash,Sesuai
0.49,27.10,0.09000000,149.47,86.52,0.09180000,0.03344787,Status: Arc Flash,Status: Arc Flash,Sesuai
0.79,292.37,0.14000000,151.61,88.68,0.09320000,0.03396704,Status: Arc Flash,Status: Arc Flash,Sesuai
1.06,263.17,0.11000000,152.21,89.32,0.09360000,0.03404468,Status: Arc Flash,Status: Arc Flash,Sesuai
1.30,71.91,0.09000000,150.19,89.97,0.09420000,0.03370994,Status: Arc Flash,Status: Arc Flash,Sesuai
1.56,248.57,0.06000000,153.49,90.50,0.09380000,0.03399353,Status: Arc Flash,Status: Arc Flash,Sesuai
1.86,215.14,0.04000000,157.16,89.19,0.09380000,0.03399353,Status: Arc Flash,Status: Arc Flash,Sesuai
2.09,47.13,0.08000000,157.97,88.00,0.09360000,0.03404468,Status: Arc Flash,Status: Arc Flash,Sesuai
2.35,238.44,0.12000000,159.87,88.69,0.09340000,0.03385912,Status: Arc Flash,Status: Arc Flash,Sesuai
2.64,115.39,0.07000000,157.37,88.15,0.09260000,0.03392993,Status: Arc Flash,Status: Arc Flash,Sesuai
2.86,24.60,0.10000000,157.68,87.65,0.09380000,0.03309924,Status: Arc Flash,Status: Arc Flash,Sesuai
3.10,299.90,0.10000000,158.29,88.52,0.09300000,0.03244996,Status: Arc Flash,Status: Arc Flash,Sesuai
3.39,268.47,0.05000000,162.68,88.43,0.09120000,0.03228870,Status: Arc Flash,Status: Arc Flash,Sesuai
3.64,233.79,0.10000000,161.69,87.35,0.09180000,0.03216769,Status: Arc Flash,Status: Arc Flash,Sesuai
3.92,174.98,0.15000000,163.36,86.79,0.09400000,0.03231099,Status: Arc Flash,Status: Arc Flash,Sesuai
4.14,46.04,0.12000000,159.15,87.27,0.09500000,0.03232646,Status: Arc Flash,Status: Arc Flash,Sesuai
4.37,71.08,0.12000000,159.11,87.32,0.09480000,0.03213970,Status: Arc Flash,Status: Arc Flash,Sesuai
4.66,249.61,0.14000000,161.59,88.09,0.09500000,0.03238827,Status: Arc Flash,Status: Arc Flash,Sesuai
4.96,233.04,0.08000000,164.20,88.24,0.09460000,0.03244750,Status: Arc Flash,Status: Arc Flash,Sesuai
5.25,37.95,0.07000000,163.33,89.26,0.09460000,0.03244750,Status: Arc Flash,Status: Arc Flash,Sesuai
